meetingDate,meetingId,trackName,raceTime,raceDate,raceId,raceTitle,raceNumber,raceType,raceHandicap,raceClass,raceDistance,racePrizes,raceGoing,raceForecast,raceTricast,trapNumber,trapHandicap,dogId,dogName,dogSire,dogDam,dogBorn,dogColour,dogSex,dogSeason,trainerName,ownerName,SP,resultPosition,resultMarketPos,resultMarketCnt,resultPriceNumerator,resultPriceDenominator,resultBtnDistance,resultSectionalTime,resultComment,resultRunTime,resultDogWeight,resultAdjustedTime
15/05/2024,410747,Romford,21:21:00,15/05/2024,1037805,ASHWELLS GREYHOUND RETIREMENT HOME,10,Flat,False,A9,400.0,1st £115 | Others £45 Race Total £340,0,(6-5) £5.54,(6-5-4) £14.69,3,,625663,Fancy A Go,Taking Flight,Kincora Maximum,Sep-2021,wbk,b,Suppressed,M E Wiley,Mrs P E Wiley,20/1,6,6,1,20,1,2 1/4,03.96,"Middle,Bmp1,FcdTCk2",25.54,22.6,25.54
15/05/2024,410747,Romford,21:36:00,15/05/2024,1037806,DONATE YOUR OLD DUVETS FOR OUR RETIRED GREYHOUNDS,11,Flat,False,A8,400.0,1st £125 | Others £50 Race Total £375,-10,(3-2) £11.78,(3-2-5) £36.80,3,,632731,Petroma Seren,Good News,Orange Maeve,Sep-2021,be,b,Suppressed,M E Westwood,Mr P Anslow,3/1,1,2,1,3,1,,03.83,"Middle,Bumped&Led4",24.74,26.9,24.64
15/05/2024,410747,Romford,21:36:00,15/05/2024,1037806,DONATE YOUR OLD DUVETS FOR OUR RETIRED GREYHOUNDS,11,Flat,False,A8,400.0,1st £125 | Others £50 Race Total £375,-10,(3-2) £11.78,(3-2-5) £36.80,2,,633809,Pantone Alley,Tenpin,Pantone Whisper,May-2022,bk,b,Suppressed,D Mullins,Mr W M Mcnally,9/4F,2,1,1,9,4,1 1/2,03.93,"SAw,RlsToMid,Blk4,RanOn",24.86,29.6,24.76
15/05/2024,410747,Romford,21:36:00,15/05/2024,1037806,DONATE YOUR OLD DUVETS FOR OUR RETIRED GREYHOUNDS,11,Flat,False,A8,400.0,1st £125 | Others £50 Race Total £375,-10,(3-2) £11.78,(3-2-5) £36.80,5,,610120,Crohane Honey,Crohane Ronnie,Going Places,Oct-2020,bk,b,Suppressed,P W Young,"Miss R M Resnick,mr A W Shaves",5/1,3,5,1,5,1,3/4,03.78,"QuickAway,Wide,LedToBmp4",24.92,26.6,24.82
15/05/2024,410747,Romford,21:36:00,15/05/2024,1037806,DONATE YOUR OLD DUVETS FOR OUR RETIRED GREYHOUNDS,11,Flat,False,A8,400.0,1st £125 | Others £50 Race Total £375,-10,(3-2) £11.78,(3-2-5) £36.80,1,,545069,Lakeview Night,Taylors Sky,Night Party,Aug-2018,be,d,,P W Young,"Mr A W Shaves,mr P W Young",7/1,4,6,1,7,1,1 1/2,03.87,"Rails,ForcedToCheck3",25.04,33.1,24.94
15/05/2024,410747,Romford,21:36:00,15/05/2024,1037806,DONATE YOUR OLD DUVETS FOR OUR RETIRED GREYHOUNDS,11,Flat,False,A8,400.0,1st £125 | Others £50 Race Total £375,-10,(3-2) £11.78,(3-2-5) £36.80,4,,593723,Puttfor Keely,Laughil Blake,Puttfor Lorraine,May-2020,bk,b,Suppressed,P W Young,Puttfor Syndicate,4/1,5,4,1,4,1,HD,03.93,"SlowAway,Middle",25.06,25.7,24.96
15/05/2024,410747,Romford,21:36:00,15/05/2024,1037806,DONATE YOUR OLD DUVETS FOR OUR RETIRED GREYHOUNDS,11,Flat,False,A8,400.0,1st £125 | Others £50 Race Total £375,-10,(3-2) £11.78,(3-2-5) £36.80,6,,633424,Glosha Carol,Dorotas Wildcat,Storys Carmel,Feb-2022,bk,b,Unknown,M L Locke,Mr G O'mahoney,7/2,6,3,1,7,2,HD,03.89,"SlowAway,Wide",25.08,27.9,24.98
15/05/2024,410747,Romford,21:51:00,15/05/2024,1037807,GREYHOUNDS MAKE GREAT PETS,12,Flat,False,A2,400.0,1st £165 | Others £55 Race Total £440,-10,(3-6) £40.34,(3-6-5) £170.48,3,,599935,Blooming Wild,Skywalker Logan,Heathlawn Molly,Nov-2020,bd,b,Suppressed,M L Locke,"Mr J H Deacon,ms R Preston",9/2,1,3,1,9,2,,03.75,"QuickAway,Middle,ALed",24.35,25.0,24.25
15/05/2024,410747,Romford,21:51:00,15/05/2024,1037807,GREYHOUNDS MAKE GREAT PETS,12,Flat,False,A2,400.0,1st £165 | Others £55 Race Total £440,-10,(3-6) £40.34,(3-6-5) £170.48,6,,620313,Swift Ukraine,Droopys Sydney,Swift Wriggle,Apr-2021,wbe,d,,P W Young,Mr M Westbrook,5/1,2,4,1,5,1,3 1/2,03.95,"SAw,Wide,ForcedToCheck 1/4",24.63,33.2,24.53
15/05/2024,410747,Romford,21:51:00,15/05/2024,1037807,GREYHOUNDS MAKE GREAT PETS,12,Flat,False,A2,400.0,1st £165 | Others £55 Race Total £440,-10,(3-6) £40.34,(3-6-5) £170.48,5,,631169,Young Pestana,Pestana,Droopys Greatest,Apr-2021,be,d,,P W Young,Young At Heart Syndicate,7/1,3,5,1,7,1,1/2,03.87,"Wide,ClearRun",24.67,31.6,24.57
15/05/2024,410747,Romford,21:51:00,15/05/2024,1037807,GREYHOUNDS MAKE GREAT PETS,12,Flat,False,A2,400.0,1st £165 | Others £55 Race Total £440,-10,(3-6) £40.34,(3-6-5) £170.48,1,,551597,Monbeg Bosco,Skywalker Farloe,Seagrave Nina,Aug-2019,wbk,d,,M L Locke,"Mr J H Deacon,ms R Preston,mr P Wing",7/4JF,4,1,2,7,4,1/2,04.01,"SlowAway,Rails,Bumped3",24.71,32.4,24.61
15/05/2024,410747,Romford,21:51:00,15/05/2024,1037807,GREYHOUNDS MAKE GREAT PETS,12,Flat,False,A2,400.0,1st £165 | Others £55 Race Total £440,-10,(3-6) £40.34,(3-6-5) £170.48,2,,631597,White Charm,Slippy Cian,Jasons Perl,Oct-2021,wf,d,,W Finley,"Mr R J Buckton,mr W Finley",7/4JF,5,1,2,7,4,2 3/4,04.02,"StbStt,Rails,Crd 1/4,Bumped3",24.93,32.5,24.83
15/05/2024,410747,Romford,21:51:00,15/05/2024,1037807,GREYHOUNDS MAKE GREAT PETS,12,Flat,False,A2,400.0,1st £165 | Others £55 Race Total £440,-10,(3-6) £40.34,(3-6-5) £170.48,4,,593957,Jeopardy James,Droopys Buick,Pipette,Aug-2020,bk,d,,P W Young,Jeopardy Racing Syndicate,12/1,6,6,1,12,1,6 3/4,03.82,"EarlyPace,Middle,FcdTCk3",25.47,34.4,25.37
15/05/2024,410749,Harlow,18:34:00,15/05/2024,1037818,Harlow Wednesday 15th May 2024 (Eve),1,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(3-4) £7.99,(3-4-6) £0.00,2,,626882,Wherewithal,Ballymac Anton,Badminton Maid,Aug-2021,bk,d,,D R Jinks,Mr S G Harvey,,,,,,,,,,,,
15/05/2024,410749,Harlow,18:34:00,15/05/2024,1037818,Harlow Wednesday 15th May 2024 (Eve),1,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(3-4) £7.99,(3-4-6) £0.00,3,,637576,Old Fort Skittle,Ballymac Cashout,Old Fort Locket,Aug-2022,bk,b,,P Clarke,Miss A C T Readman,7/4F,1,1,1,7,4,,,"ALd,BBmp 1/2",16.25,27.0,16.25
15/05/2024,410749,Harlow,18:34:00,15/05/2024,1037818,Harlow Wednesday 15th May 2024 (Eve),1,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(3-4) £7.99,(3-4-6) £0.00,4,,620126,Tartan Red,Ballymac Best,Tartan Tumble,Jan-2021,bd,b,Unknown,D F Carter,Miss A C T Readman,11/4,2,3,1,11,4,1 3/4,,Chl&BBmp 1/2,16.39,24.6,16.39
15/05/2024,410749,Harlow,18:34:00,15/05/2024,1037818,Harlow Wednesday 15th May 2024 (Eve),1,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(3-4) £7.99,(3-4-6) £0.00,6,,610290,Voltage Rebel,Pestana,Laughil Amy,Jan-2021,bkw,d,,P Clarke,Miss A C T Readman,9/4,3,2,1,9,4,3/4,,"SAw,BBmp 1/2,FcdTCkRunIn",16.45,31.6,16.45
15/05/2024,410749,Harlow,18:34:00,15/05/2024,1037818,Harlow Wednesday 15th May 2024 (Eve),1,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(3-4) £7.99,(3-4-6) £0.00,5,,611902,Ballintee Nora,Burgess Bucks,Ballintee Flare,Dec-2020,bk,b,Unknown,N Shine,Mr T Ryman,16/1,4,5,1,16,1,1 1/4,,"SAw,BBmp 1/2",16.55,23.8,16.55
15/05/2024,410749,Harlow,18:34:00,15/05/2024,1037818,Harlow Wednesday 15th May 2024 (Eve),1,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(3-4) £7.99,(3-4-6) £0.00,1,,611981,Crying Old Karen,Malachi,Kilara Beauty,Feb-2021,bk,b,Unknown,D R Jinks,Mr C Duke,10/3,5,4,1,10,3,1/2,,Chl&BBmp 1/2,16.58,22.6,16.58
15/05/2024,410749,Harlow,18:53:00,15/05/2024,1037819,,2,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(6-5) £9.19,(6-5-1) £29.67,6,,610681,Crystal Darcy,Ice On Fire,Troy Marine,Feb-2021,bk,b,Suppressed,D K Hurlock,Mr T D Coote,11/4,1,2,1,11,4,,,"Led1,Wide",15.80,27.2,15.80
15/05/2024,410749,Harlow,18:53:00,15/05/2024,1037819,,2,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(6-5) £9.19,(6-5-1) £29.67,5,,625028,Airlie Sunshine,Kinloch Brae,Glengar Smasher,Sep-2021,bk,b,11.Ja.24,P Clarke,Mr J T Kingsley,7/4F,2,1,1,7,4,2 3/4,,"QAw,Led-BBmp 1/2",16.02,23.4,16.02
15/05/2024,410749,Harlow,18:53:00,15/05/2024,1037819,,2,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(6-5) £9.19,(6-5-1) £29.67,1,,624803,Trust,Droopys Sydney,Ropewalk Pacer,Jul-2021,bk,b,Unknown,P Clarke,Miss A C T Readman,6/1,3,5,1,6,1,2 1/2,,"VSAw,Bmp1",16.22,24.2,16.22
15/05/2024,410749,Harlow,18:53:00,15/05/2024,1037819,,2,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(6-5) £9.19,(6-5-1) £29.67,3,,591474,Croaghill Pippy,Quietly,Missus Jackson,Aug-2020,bk,b,Unknown,D K Hurlock,Mrs D K Hurlock,7/2,4,3,1,7,2,3/4,,Chl&BBmp 1/2,16.28,27.8,16.28
15/05/2024,410749,Harlow,18:53:00,15/05/2024,1037819,,2,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(6-5) £9.19,(6-5-1) £29.67,4,,630694,Ross Bale,Magical Bale,Neowise,Jun-2021,bd,d,,D K Hurlock,Mr D P Brabon,12/1,5,6,1,12,1,1,,BBmp 1/2,16.36,29.8,16.36
15/05/2024,410749,Harlow,18:53:00,15/05/2024,1037819,,2,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(6-5) £9.19,(6-5-1) £29.67,2,,630944,Catley Glyfada,Pestana,Sweet Afton,Feb-2022,bebdw,b,23.Jy.24,N Shine,Mr G J Petrovic,4/1,6,4,1,4,1,2,,"SAw,Bmp1,FcdTCk2",16.52,25.8,16.52
15/05/2024,410749,Harlow,19:08:00,15/05/2024,1037820,,3,Flat,False,A6,415.0,1st £120 | Others £50 Race Total £320,0,(1-4) £13.49,(1-4-3) £0.00,5,,,,,,,,,,,,,,,,,,,,,,,
15/05/2024,410749,Harlow,19:08:00,15/05/2024,1037820,,3,Flat,False,A6,415.0,1st £120 | Others £50 Race Total £320,0,(1-4) £13.49,(1-4-3) £0.00,1,,624957,Aim Two Please,Hiya Butt,Droopys Proven,Oct-2021,bk,d,,D R Jinks,Miss E J Jinks,5/2,1,2,1,5,2,,05.02,"Crd2,LedNearLine",27.30,29.8,27.30
15/05/2024,410749,Harlow,19:08:00,15/05/2024,1037820,,3,Flat,False,A6,415.0,1st £120 | Others £50 Race Total £320,0,(1-4) £13.49,(1-4-3) £0.00,4,,610737,City Boss,Barcelona Boss,Swallow,Oct-2020,bk,b,Unknown,P B Witchell,Mr P B Witchell,7/2,2,4,1,7,2,HD,04.84,"Led-NearLine,Middle",27.32,27.8,27.32
15/05/2024,410749,Harlow,19:08:00,15/05/2024,1037820,,3,Flat,False,A6,415.0,1st £120 | Others £50 Race Total £320,0,(1-4) £13.49,(1-4-3) £0.00,3,,629384,Ravenswood Beth,Good News,Ravenswood Lotti,Sep-2021,be,b,,P Clarke,Miss A C T Readman,5/1,3,5,1,5,1,4 3/4,05.05,"SAw,Crd2",27.70,25.0,27.70
15/05/2024,410749,Harlow,19:08:00,15/05/2024,1037820,,3,Flat,False,A6,415.0,1st £120 | Others £50 Race Total £320,0,(1-4) £13.49,(1-4-3) £0.00,6,,592103,Born To Win,Droopys Sydney,Be Lucky,May-2020,bd,d,,D R Jinks,Mr J L Richardson,9/4F,4,1,1,9,4,3/4,04.99,"Crd2,Wide",27.76,30.0,27.76
15/05/2024,410749,Harlow,19:08:00,15/05/2024,1037820,,3,Flat,False,A6,415.0,1st £120 | Others £50 Race Total £320,0,(1-4) £13.49,(1-4-3) £0.00,2,,636171,Badminton Rachel,Burgess Bucks,Badminton Maid,Apr-2022,bkw,b,,D R Jinks,Mr S G Harvey,3/1,5,3,1,3,1,6 1/2,04.92,"EP,Crd2",28.28,25.4,28.28
15/05/2024,410749,Harlow,19:23:00,15/05/2024,1037821,,4,Flat,False,D3,238.0,1st £100 | Others £50 Race Total £350,0,(2-5) £41.17,(2-5-6) £81.93,2,,630034,Drahbeg Dream,Magical Bale,Antigua Buterfly,Sep-2021,bk,b,Unknown,P Clarke,Mr P R Gunnell,6/1,1,5,1,6,1,,,"Led2,RlsTMid",15.51,25.8,15.51
15/05/2024,410749,Harlow,19:23:00,15/05/2024,1037821,,4,Flat,False,D3,238.0,1st £100 | Others £50 Race Total £350,0,(2-5) £41.17,(2-5-6) £81.93,5,,630597,Ballykevin Dream,Ballymac Best,Droopys Ariana,Oct-2021,bk,d,,D K Hurlock,Mr D P Brabon,7/2,2,2,2,7,2,3/4,,"LedRunUp-Wide2,RanOn",15.57,30.2,15.57
15/05/2024,410749,Harlow,19:23:00,15/05/2024,1037821,,4,Flat,False,D3,238.0,1st £100 | Others £50 Race Total £350,0,(2-5) £41.17,(2-5-6) £81.93,6,,619854,Jura Go Buzz,Ballymac Bolger,Our Little Mix,Feb-2021,wbe,b,30.My.24,M J Rice,Mr M J Rice,6/4F,3,1,1,6,4,1 1/2,,"QAw,Wide",15.69,26.6,15.69
15/05/2024,410749,Harlow,19:23:00,15/05/2024,1037821,,4,Flat,False,D3,238.0,1st £100 | Others £50 Race Total £350,0,(2-5) £41.17,(2-5-6) £81.93,3,,548846,Crouchs Star,Ballymac Best,Gorgeous Gal,Aug-2019,be,b,Unknown,D R Jinks,Miss E J Jinks,7/1,4,6,1,7,1,1 1/4,,CrdRunUp,15.79,27.2,15.79
15/05/2024,410749,Harlow,19:23:00,15/05/2024,1037821,,4,Flat,False,D3,238.0,1st £100 | Others £50 Race Total £350,0,(2-5) £41.17,(2-5-6) £81.93,1,,588066,Badminton Tinry,Magical Bale,Badminton Razl,Jun-2020,bd,d,,D R Jinks,Mr S G Harvey,5/1,5,4,1,5,1,1 1/4,,"StbStt,Crd1",15.89,31.6,15.89
15/05/2024,410749,Harlow,19:23:00,15/05/2024,1037821,,4,Flat,False,D3,238.0,1st £100 | Others £50 Race Total £350,0,(2-5) £41.17,(2-5-6) £81.93,4,,536980,Swift Acquit,Candlelight King,Swift Joan,Aug-2018,bk,b,01.Mr.24,M J Rice,Mr I J Wyatt,7/2,6,2,2,7,2,1 1/2,,"SAw,Crd1",16.01,27.4,16.01
15/05/2024,410749,Harlow,19:38:00,15/05/2024,1037822,,5,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,0,(6-1) £23.78,(6-1-4) £0.00,5,,,,,,,,,,,,,,,,,,,,,,,
15/05/2024,410749,Harlow,19:38:00,15/05/2024,1037822,,5,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,0,(6-1) £23.78,(6-1-4) £0.00,6,,612931,Baran Ronaldo,Ice On Fire,Baran Spitfire,May-2021,bk,d,,P B Witchell,Mr S Baran,11/4,1,2,2,11,4,,04.86,"EP,Crd2,Led3,Wide",27.02,32.0,27.02
15/05/2024,410749,Harlow,19:38:00,15/05/2024,1037822,,5,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,0,(6-1) £23.78,(6-1-4) £0.00,1,,608965,Kerrylane Rubble,Ballymac Eske,Lemon Jane,Dec-2020,bk,d,,P B Witchell,Mrs V P Witchell,7/1,2,5,1,7,1,1 3/4,05.06,"SAw,RanOn,Rails",27.16,29.0,27.16
15/05/2024,410749,Harlow,19:38:00,15/05/2024,1037822,,5,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,0,(6-1) £23.78,(6-1-4) £0.00,4,,636169,Forest Mark,Dorotas Wildcat,Mixed Model,Dec-2021,bk,d,,D R Jinks,Miss E J Jinks,5/1,3,4,1,5,1,1,05.09,"VSAw,Bmp1&2",27.24,35.0,27.24
15/05/2024,410749,Harlow,19:38:00,15/05/2024,1037822,,5,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,0,(6-1) £23.78,(6-1-4) £0.00,3,,624388,Deacon Twirl,Romeo Recruit,Droopys Frizz,Jun-2021,bk,b,Suppressed,D K Hurlock,Mr T D Coote,6/4F,4,1,1,6,4,2 1/2,04.96,"FcdTCk1,Bmp2",27.44,25.2,27.44
15/05/2024,410749,Harlow,19:38:00,15/05/2024,1037822,,5,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,0,(6-1) £23.78,(6-1-4) £0.00,2,,637905,Daintree Diamond,Good News,Pookies Pronto,May-2022,bk,b,,P Clarke,Mrs J Barclay,11/4,5,2,2,11,4,HD,04.90,"EP,Led2-3",27.46,27.4,27.46
15/05/2024,410749,Harlow,19:53:00,15/05/2024,1037823,,6,Flat,False,D2,238.0,1st £110 | Others £50 Race Total £360,0,(5-4) £17.14,(5-4-2) £46.21,5,,600262,Little Mcnab,Laughil Blake,Proud Prize,Aug-2020,bk,d,,P B Witchell,Mr P B Witchell,7/2,1,3,2,7,2,,,"EP,Led1",15.32,32.2,15.32
15/05/2024,410749,Harlow,19:53:00,15/05/2024,1037823,,6,Flat,False,D2,238.0,1st £110 | Others £50 Race Total £360,0,(5-4) £17.14,(5-4-2) £46.21,4,,635157,Tommys Captain,Burgess Bucks,Holycross Heidi,Apr-2022,bk,d,,D K Hurlock,"Miss A L Crossley,mr L J Hurlock",5/2F,2,1,1,5,2,1 3/4,,"QAw,Crd1",15.46,32.6,15.46
15/05/2024,410749,Harlow,19:53:00,15/05/2024,1037823,,6,Flat,False,D2,238.0,1st £110 | Others £50 Race Total £360,0,(5-4) £17.14,(5-4-2) £46.21,2,,624316,Assultan,Good News,Chubbys Sky,Jun-2021,wbe,d,,P Clarke,"Mr T Batchelor,mr B J Kelly",7/2,3,3,2,7,2,HD,,"EP,Crd1",15.48,31.4,15.48
15/05/2024,410749,Harlow,19:53:00,15/05/2024,1037823,,6,Flat,False,D2,238.0,1st £110 | Others £50 Race Total £360,0,(5-4) £17.14,(5-4-2) £46.21,1,,609873,Boreen Kid,Eden the Kid,Chopchop Lady,Jul-2020,bk,d,,P Clarke,Miss A C T Readman,3/1,4,2,1,3,1,1 1/2,,"SAw,RanOn",15.60,31.2,15.60
15/05/2024,410749,Harlow,19:53:00,15/05/2024,1037823,,6,Flat,False,D2,238.0,1st £110 | Others £50 Race Total £360,0,(5-4) £17.14,(5-4-2) £46.21,3,,607538,Ballysloe Spark,Magical Bale,Goldmine Lily,Sep-2020,be,d,,D R Jinks,The Hazard Syndicate,9/2,5,5,1,9,2,5 1/4,,VBBmpRunIn,16.02,35.0,16.02
15/05/2024,410749,Harlow,19:53:00,15/05/2024,1037823,,6,Flat,False,D2,238.0,1st £110 | Others £50 Race Total £360,0,(5-4) £17.14,(5-4-2) £46.21,6,,593675,Bobbing Gnorma,Dorotas Woo Hoo,Borna Candy,Jun-2020,bk,b,16.Jy.23,P Clarke,Bobbing Along Syndicate,8/1,6,6,1,8,1,1 1/2,,VBBmpRunIn,16.14,26.6,16.14
15/05/2024,410749,Harlow,20:08:00,15/05/2024,1037824,,7,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(4-5) £20.55,(4-5-1) £51.95,4,,601149,Born Lucky,Droopys Sydney,Be Lucky,May-2020,bk,b,Unknown,D R Jinks,Mr J L Richardson,10/3,1,3,1,10,3,,,"ALed,Middle",15.89,25.4,15.89
15/05/2024,410749,Harlow,20:08:00,15/05/2024,1037824,,7,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(4-5) £20.55,(4-5-1) £51.95,5,,627885,Mellon Maybe,Dorotas Wildcat,Dalcash Veeva,Sep-2021,bk,b,24.My.23,P Clarke,Miss A C T Readman,4/1,2,4,1,4,1,NK,,"Crd2,RanOn",15.92,24.2,15.92
15/05/2024,410749,Harlow,20:08:00,15/05/2024,1037824,,7,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(4-5) £20.55,(4-5-1) £51.95,1,,609815,Knockglass Best,Droopys Buick,Knockglass Joy,Jul-2020,bk,b,Suppressed,D K Hurlock,Mr T D Coote,11/4,3,2,1,11,4,1 1/2,,"VSAw,RanOn",16.04,27.8,16.04
15/05/2024,410749,Harlow,20:08:00,15/05/2024,1037824,,7,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(4-5) £20.55,(4-5-1) £51.95,3,,544666,Ballydaniel Hulk,Greenwell Hulk,Ballydaniel Dani,Jan-2019,bk,d,,D K Hurlock,Mrs P M Griffin,6/1,4,5,2,6,1,2,,"Crd1,FcdTCk2",16.20,36.6,16.20
15/05/2024,410749,Harlow,20:08:00,15/05/2024,1037824,,7,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(4-5) £20.55,(4-5-1) £51.95,6,,612073,Vipers Seven,Kinloch Brae,Honourable Maid,Sep-2020,bk,d,,P Clarke,Miss L F Buckland,6/1,5,5,2,6,1,1 1/4,,EvCh,16.30,29.4,16.30
15/05/2024,410749,Harlow,20:08:00,15/05/2024,1037824,,7,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,0,(4-5) £20.55,(4-5-1) £51.95,2,,621918,Headford Duchess,Droopys Sydney,Dream Queen,Aug-2021,be,b,Unknown,M J Rice,Mr M J Rice,5/2F,6,1,1,5,2,6 1/2,,"SAw,Ck1",16.82,25.2,16.82
15/05/2024,410749,Harlow,20:24:00,15/05/2024,1037825,,8,Flat,False,A7,415.0,1st £105 | Others £50 Race Total £355,0,(4-5) £18.57,(4-5-2) £54.86,4,,535862,Headford Olly,Laughil Blake,Darfin Angel,Sep-2018,bk,d,,M J Rice,Jura Kennels,4/1,1,4,2,4,1,,05.01,"RlsRunUp,Led2",27.50,34.4,27.50
15/05/2024,410749,Harlow,20:24:00,15/05/2024,1037825,,8,Flat,False,A7,415.0,1st £105 | Others £50 Race Total £355,0,(4-5) £18.57,(4-5-2) £54.86,5,,619074,Artys Corner,Laughil Blake,Corner Gold,Dec-2020,bk,d,,M J Rice,Mr M J Rice,5/2F,2,1,1,5,2,2 3/4,05.00,LedRunUp-2,27.72,31.2,27.72
15/05/2024,410749,Harlow,20:24:00,15/05/2024,1037825,,8,Flat,False,A7,415.0,1st £105 | Others £50 Race Total £355,0,(4-5) £18.57,(4-5-2) £54.86,2,,601168,Glasmeen Tina,Droopys Biker,Glasmeen Girl,Nov-2020,bk,b,01.Jn.22,P Clarke,Mrs J Barclay,4/1,3,4,2,4,1,3/4,05.24,BmpRunUp,27.78,23.2,27.78
15/05/2024,410749,Harlow,20:24:00,15/05/2024,1037825,,8,Flat,False,A7,415.0,1st £105 | Others £50 Race Total £355,0,(4-5) £18.57,(4-5-2) £54.86,6,,626991,Limelight Legacy,Jaytee Taylor,Glenbrentonolive,Sep-2021,be,b,Suppressed,P Clarke,Sparkling Ten,11/4,4,2,1,11,4,HD,05.02,EvCh,27.80,22.6,27.80
15/05/2024,410749,Harlow,20:24:00,15/05/2024,1037825,,8,Flat,False,A7,415.0,1st £105 | Others £50 Race Total £355,0,(4-5) £18.57,(4-5-2) £54.86,3,,630005,Boherna Brady,Dorotas Wildcat,Isle Of Capri,Aug-2020,bk,d,,D K Hurlock,Mr D P Brabon,7/2,5,3,1,7,2,HD,05.10,BmpRunUp&1,27.82,28.8,27.82
15/05/2024,410749,Harlow,20:24:00,15/05/2024,1037825,,8,Flat,False,A7,415.0,1st £105 | Others £50 Race Total £355,0,(4-5) £18.57,(4-5-2) £54.86,1,,640335,Essex Star,Burgess Bucks,Skyfall Ella,Jul-2022,bkw,b,,P Clarke,Mr R W O'reilly,9/1,6,6,1,9,1,1,05.15,"SAw,Bmp1",27.90,22.8,27.90
15/05/2024,410749,Harlow,20:41:00,15/05/2024,1037826,,9,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(1-2) £8.13,(1-2-4) £29.19,1,,535149,Jura Go Walpole,Droopys Jet,Ballymac Eilish,Sep-2018,bk,d,,M J Rice,Jura Kennels,2/1F,1,1,1,2,1,,,"SAw,EP,Led1",15.79,32.2,15.79
15/05/2024,410749,Harlow,20:41:00,15/05/2024,1037826,,9,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(1-2) £8.13,(1-2-4) £29.19,2,,629522,Britbull Poppy,Ballymac Bolger,Miss Pyromaniac,Mar-2021,wbk,b,Unknown,D R Jinks,Mr S G Harvey,11/4,2,2,2,11,4,1 1/4,,"EP,Crd1&2,RanOn",15.89,26.8,15.89
15/05/2024,410749,Harlow,20:41:00,15/05/2024,1037826,,9,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(1-2) £8.13,(1-2-4) £29.19,4,,625004,Selkie,Soul,Sandeal Racer,Jul-2021,bk,b,Unknown,P Clarke,Mrs J Barclay,7/1,3,5,1,7,1,1 1/2,,Crd1&2,16.01,24.8,16.01
15/05/2024,410749,Harlow,20:41:00,15/05/2024,1037826,,9,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(1-2) £8.13,(1-2-4) £29.19,5,,551944,Great Paddy,Droopys Jet,Zari Frankie,Nov-2019,bk,d,,P B Witchell,Mr P B Witchell,8/1,4,6,1,8,1,HD,,Crd1,16.03,30.0,16.03
15/05/2024,410749,Harlow,20:41:00,15/05/2024,1037826,,9,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(1-2) £8.13,(1-2-4) £29.19,6,,642541,Lemming Chance,Dromana Bucko,Lemming Boleyn,Apr-2022,bk,b,14.Jn.24,P Clarke,Mr S Katz,11/4,5,2,2,11,4,1/2,,"QAw,VeryWide",16.07,26.4,16.07
15/05/2024,410749,Harlow,20:41:00,15/05/2024,1037826,,9,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,0,(1-2) £8.13,(1-2-4) £29.19,3,,627866,Bonita Red,Ballymac Best,Mountcashel Red,Sep-2021,bd,b,Unknown,M J Rice,Mr A Hooton,5/1,6,4,1,5,1,1 1/4,,Bmp1,16.17,29.2,16.17
